year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_value,primary_eligibility,primary_denominator,comparison_sex,comparison_age,comparison_dual,comparison_race,comparison_eligibility,comparison_value,comparison_denominator,analysis_value
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1079,Lawrence County,ALABAMA,Urban,Black,9065,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-6680
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,Black,11446,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-4299
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,Black,13553,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2192
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1085,Lowndes County,ALABAMA,Urban,Black,10668,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5077
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1087,Macon County,ALABAMA,Rural,Black,12839,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2906
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,Black,12689,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3056
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1091,Marengo County,ALABAMA,Rural,Black,13173,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2572
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,Black,13198,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2547
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,Black,12758,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2987
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,Black,13794,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1951
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,Black,15345,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-400
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,Black,12521,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3224
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,Black,10578,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5167
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1105,Perry County,ALABAMA,Rural,Black,15042,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-703
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1107,Pickens County,ALABAMA,Rural,Black,17265,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,1520
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1109,Pike County,ALABAMA,Rural,Black,10232,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5513
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,Black,11037,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-4708
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,Black,13714,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2031
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,Black,8098,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-7647
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,Black,12660,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3085
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1119,Sumter County,ALABAMA,Rural,Black,14880,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-865
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,Black,16677,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,932
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,Black,17057,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,1312
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,Black,15590,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-155
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,Black,15546,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-199
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1129,Washington County,ALABAMA,Rural,Black,13661,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2084
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1131,Wilcox County,ALABAMA,Rural,Black,15095,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-650
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,Black,13487,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-4025
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,Black,8408,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-9104
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,Black,15094,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-2418
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,Black,10762,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-5965
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,Black,8008,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-8719
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,Black,15701,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-1026
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,Black,13389,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3338
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,Black,4936,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-11791
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,Black,11138,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-5589
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,Black,13118,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3609
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,Black,9942,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-6785
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,Black,16423,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-304
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,Black,12621,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2911
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,Black,17726,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,2194
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,Black,22707,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,7175
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,Black,17056,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,1524
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5013,Calhoun County,ARKANSAS,Rural,Black,8891,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-6641
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5017,Chicot County,ARKANSAS,Rural,Black,21335,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,5803
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5019,Clark County,ARKANSAS,Rural,Black,15254,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-278
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5025,Cleveland County,ARKANSAS,Urban,Black,13461,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2071
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5027,Columbia County,ARKANSAS,Rural,Black,11093,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-4439
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5029,Conway County,ARKANSAS,Rural,Black,12567,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2965
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5031,Craighead County,ARKANSAS,Urban,Black,10270,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-5262
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5035,Crittenden County,ARKANSAS,Urban,Black,18713,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,3181
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5037,Cross County,ARKANSAS,Rural,Black,11218,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-4314
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5039,Dallas County,ARKANSAS,Rural,Black,14939,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-593
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5041,Desha County,ARKANSAS,Rural,Black,13062,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2470
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5043,Drew County,ARKANSAS,Rural,Black,10447,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-5085
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5045,Faulkner County,ARKANSAS,Urban,Black,13300,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2232
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5051,Garland County,ARKANSAS,Urban,Black,13155,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2377
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5053,Grant County,ARKANSAS,Urban,Black,8087,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-7445
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5057,Hempstead County,ARKANSAS,Rural,Black,12135,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-3397
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5059,Hot Spring County,ARKANSAS,Rural,Black,14445,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-1087
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5061,Howard County,ARKANSAS,Rural,Black,14331,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-1201
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5063,Independence County,ARKANSAS,Rural,Black,10807,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-4725
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5067,Jackson County,ARKANSAS,Rural,Black,12613,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2919
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5069,Jefferson County,ARKANSAS,Urban,Black,14568,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-964
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5073,Lafayette County,ARKANSAS,Rural,Black,7916,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-7616
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5077,Lee County,ARKANSAS,Rural,Black,13283,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2249
