year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_value,primary_eligibility,primary_denominator,comparison_sex,comparison_age,comparison_dual,comparison_race,comparison_eligibility,comparison_value,comparison_denominator,analysis_value
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1023,Choctaw County,ALABAMA,Rural,White,13730,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2015
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1025,Clarke County,ALABAMA,Rural,White,14719,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1026
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1027,Clay County,ALABAMA,Rural,White,11875,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3870
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1029,Cleburne County,ALABAMA,Rural,White,14794,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-951
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1031,Coffee County,ALABAMA,Rural,White,12731,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3014
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1033,Colbert County,ALABAMA,Urban,White,12554,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3191
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1035,Conecuh County,ALABAMA,Rural,White,12759,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2986
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1037,Coosa County,ALABAMA,Rural,White,16481,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,736
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1039,Covington County,ALABAMA,Rural,White,14545,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1200
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1041,Crenshaw County,ALABAMA,Rural,White,13967,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1778
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1043,Cullman County,ALABAMA,Rural,White,14455,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1290
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1045,Dale County,ALABAMA,Rural,White,14839,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-906
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1047,Dallas County,ALABAMA,Rural,White,12652,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3093
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1049,DeKalb County,ALABAMA,Rural,White,12647,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3098
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1051,Elmore County,ALABAMA,Urban,White,12812,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2933
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1053,Escambia County,ALABAMA,Rural,White,14234,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1511
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1055,Etowah County,ALABAMA,Urban,White,15728,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-17
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1057,Fayette County,ALABAMA,Rural,White,13342,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2403
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1059,Franklin County,ALABAMA,Rural,White,13085,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2660
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1061,Geneva County,ALABAMA,Urban,White,12665,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3080
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1063,Greene County,ALABAMA,Urban,White,13634,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2111
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1065,Hale County,ALABAMA,Urban,White,15901,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,156
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1067,Henry County,ALABAMA,Urban,White,10624,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5121
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1069,Houston County,ALABAMA,Urban,White,12900,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2845
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1071,Jackson County,ALABAMA,Rural,White,13420,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2325
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1073,Jefferson County,ALABAMA,Urban,White,15002,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-743
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1075,Lamar County,ALABAMA,Rural,White,14209,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1536
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1077,Lauderdale County,ALABAMA,Urban,White,11595,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-4150
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1079,Lawrence County,ALABAMA,Urban,White,12035,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3710
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1081,Lee County,ALABAMA,Urban,White,12507,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3238
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1083,Limestone County,ALABAMA,Urban,White,13102,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2643
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1085,Lowndes County,ALABAMA,Urban,White,12025,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3720
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1087,Macon County,ALABAMA,Rural,White,10434,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5311
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1089,Madison County,ALABAMA,Urban,White,12543,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3202
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1091,Marengo County,ALABAMA,Rural,White,14705,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1040
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1093,Marion County,ALABAMA,Rural,White,13450,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2295
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1095,Marshall County,ALABAMA,Rural,White,13638,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2107
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1097,Mobile County,ALABAMA,Urban,White,14033,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1712
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1099,Monroe County,ALABAMA,Rural,White,13050,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2695
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1101,Montgomery County,ALABAMA,Urban,White,13423,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2322
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1103,Morgan County,ALABAMA,Urban,White,12520,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-3225
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1105,Perry County,ALABAMA,Rural,White,10649,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-5096
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1107,Pickens County,ALABAMA,Rural,White,13827,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1918
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1109,Pike County,ALABAMA,Rural,White,13370,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2375
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1111,Randolph County,ALABAMA,Rural,White,12760,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2985
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1113,Russell County,ALABAMA,Urban,White,13009,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2736
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1115,St. Clair County,ALABAMA,Urban,White,15289,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-456
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1117,Shelby County,ALABAMA,Urban,White,14932,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-813
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1119,Sumter County,ALABAMA,Rural,White,16159,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,414
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1121,Talladega County,ALABAMA,Rural,White,14564,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1181
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1123,Tallapoosa County,ALABAMA,Rural,White,14379,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-1366
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1125,Tuscaloosa County,ALABAMA,Urban,White,14829,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-916
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1127,Walker County,ALABAMA,Urban,White,13020,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2725
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1129,Washington County,ALABAMA,Rural,White,17889,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,2144
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1131,Wilcox County,ALABAMA,Rural,White,13524,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2221
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,1133,Winston County,ALABAMA,Rural,White,13727,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15745,undefined,-2018
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2020,Anchorage Municipality,ALASKA,Urban,White,14460,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-3052
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2060,Bristol Bay Borough,ALASKA,Rural,White,11718,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-5794
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2070,Dillingham Census Area,ALASKA,Rural,White,6974,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-10538
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2090,Fairbanks North Star Borough,ALASKA,Urban,White,12456,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-5056
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2100,Haines Borough,ALASKA,Rural,White,13157,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-4355
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2110,Juneau City and Borough,ALASKA,Rural,White,12442,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-5070
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2130,Ketchikan Gateway Borough,ALASKA,Rural,White,13508,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-4004
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2150,Kodiak Island Borough,ALASKA,Rural,White,13944,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-3568
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2170,Matanuska-Susitna Borough,ALASKA,Urban,White,15890,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-1622
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2180,Nome Census Area,ALASKA,Rural,White,14151,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-3361
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2220,Sitka City and Borough,ALASKA,Rural,White,19954,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,2442
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2230,Skagway Municipality,ALASKA,Rural,White,16980,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-532
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2240,Southeast Fairbanks Census Area,ALASKA,Rural,White,17704,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,192
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,2290,Yukon-Koyukuk Census Area,ALASKA,Rural,White,11294,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,17512,undefined,-6218
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4001,Apache County,ARIZONA,Rural,White,13055,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3672
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4003,Cochise County,ARIZONA,Rural,White,14050,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-2677
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4005,Coconino County,ARIZONA,Urban,White,14584,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-2143
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4007,Gila County,ARIZONA,Rural,White,13295,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3432
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4009,Graham County,ARIZONA,Rural,White,13679,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3048
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4011,Greenlee County,ARIZONA,Rural,White,9727,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-7000
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4012,La Paz County,ARIZONA,Rural,White,14207,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-2520
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4013,Maricopa County,ARIZONA,Urban,White,15806,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-921
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4015,Mohave County,ARIZONA,Urban,White,14165,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-2562
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4017,Navajo County,ARIZONA,Rural,White,12687,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-4040
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4019,Pima County,ARIZONA,Urban,White,13804,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-2923
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4021,Pinal County,ARIZONA,Urban,White,14814,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-1913
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4023,Santa Cruz County,ARIZONA,Rural,White,11851,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-4876
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4025,Yavapai County,ARIZONA,Urban,White,13703,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-3024
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,4027,Yuma County,ARIZONA,Urban,White,15853,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16727,undefined,-874
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5001,Arkansas County,ARKANSAS,Rural,White,11982,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-3550
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5003,Ashley County,ARKANSAS,Rural,White,14937,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-595
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5005,Baxter County,ARKANSAS,Rural,White,12847,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2685
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5007,Benton County,ARKANSAS,Urban,White,13369,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2163
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5009,Boone County,ARKANSAS,Rural,White,12699,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-2833
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5011,Bradley County,ARKANSAS,Rural,White,14691,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-841
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,5013,Calhoun County,ARKANSAS,Rural,White,14013,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,15532,undefined,-1519
